userId,movieId,rating,timestamp
2,318.0,3.0,1445714835.0
2,333.0,4.0,1445715029.0
2,1704.0,4.5,1445715228.0
2,3578.0,4.0,1445714885.0
2,6874.0,4.0,1445714952.0
2,8798.0,3.5,1445714960.0
2,46970.0,4.0,1445715013.0
2,48516.0,4.0,1445715064.0
2,58559.0,4.5,1445715141.0
2,60756.0,5.0,1445714980.0
2,68157.0,4.5,1445715154.0
2,71535.0,3.0,1445714974.0
2,74458.0,4.0,1445714926.0
2,77455.0,3.0,1445714941.0
2,79132.0,4.0,1445714841.0
2,80489.0,4.5,1445715340.0
2,80906.0,5.0,1445715172.0
2,86345.0,4.0,1445715166.0
2,89774.0,5.0,1445715189.0
2,91529.0,3.5,1445714891.0
2,91658.0,2.5,1445714938.0
2,99114.0,3.5,1445714874.0
2,106782.0,5.0,1445714966.0
2,109487.0,3.0,1445715145.0
2,112552.0,4.0,1445714882.0
2,114060.0,2.0,1445715276.0
2,115713.0,3.5,1445714854.0
2,122882.0,5.0,1445715272.0
2,131724.0,5.0,1445714851.0
3,31.0,0.5,1306463578.0
3,527.0,0.5,1306464275.0
3,647.0,0.5,1306463619.0
3,688.0,0.5,1306464228.0
3,720.0,0.5,1306463595.0
3,849.0,5.0,1306463611.0
3,914.0,0.5,1306463567.0
3,1093.0,0.5,1306463627.0
3,1124.0,0.5,1306464216.0
3,1263.0,0.5,1306463569.0
3,1272.0,0.5,1306463624.0
3,1275.0,3.5,1306463323.0
3,1302.0,0.5,1306464189.0
3,1371.0,3.0,1306463561.0
3,1587.0,4.5,1306464003.0
3,2018.0,0.5,1306464175.0
3,2080.0,0.5,1306463572.0
3,2090.0,0.5,1306464261.0
3,2105.0,2.0,1306463559.0
3,2288.0,4.0,1306463631.0
3,2424.0,0.5,1306464293.0
3,2851.0,5.0,1306463925.0
3,3024.0,4.5,1306464054.0
3,3210.0,0.5,1306463638.0
3,3703.0,5.0,1306463603.0
3,3949.0,0.5,1306464245.0
3,4518.0,5.0,1306463770.0
3,5048.0,0.5,1306464284.0
3,5181.0,5.0,1306463718.0
3,5746.0,5.0,1306463708.0
3,5764.0,4.5,1306464021.0
3,5919.0,5.0,1306463825.0
3,6238.0,0.5,1306464204.0
3,6835.0,5.0,1306463670.0
3,7899.0,4.5,1306464036.0
3,7991.0,5.0,1306463684.0
3,26409.0,4.5,1306463993.0
3,70946.0,5.0,1306463815.0
3,72378.0,0.5,1306464164.0
5,1.0,4.0,847434962.0
5,21.0,4.0,847435238.0
5,34.0,4.0,847434881.0
5,36.0,4.0,847435292.0
5,39.0,3.0,847434961.0
5,50.0,4.0,847434881.0
5,58.0,5.0,847435238.0
5,110.0,4.0,847434880.0
5,150.0,3.0,847434748.0
5,153.0,3.0,847434802.0
5,232.0,4.0,847435292.0
5,247.0,5.0,847435337.0
5,253.0,3.0,847435292.0
5,261.0,4.0,847435238.0
5,265.0,3.0,847435129.0
5,266.0,1.0,847435311.0
5,290.0,5.0,847435311.0
5,296.0,5.0,847434748.0
5,300.0,3.0,847435337.0
5,316.0,2.0,847434832.0
5,318.0,3.0,847434880.0
5,344.0,3.0,847434802.0
5,349.0,3.0,847434832.0
5,357.0,2.0,847435238.0
5,364.0,3.0,847434882.0
5,367.0,4.0,847435129.0
5,380.0,2.0,847434748.0
5,410.0,3.0,847435292.0
5,457.0,4.0,847434801.0
5,474.0,4.0,847435337.0
5,475.0,5.0,847435311.0
5,515.0,3.0,847435129.0
5,527.0,5.0,847434960.0
5,531.0,4.0,847435258.0
5,534.0,3.0,847435311.0
5,588.0,4.0,847434801.0
5,589.0,3.0,847435258.0
5,590.0,5.0,847434747.0
5,592.0,3.0,847434747.0
5,594.0,5.0,847435238.0
5,595.0,5.0,847434832.0
5,596.0,5.0,847435292.0
5,597.0,3.0,847434962.0
5,608.0,3.0,847435258.0
7,1.0,4.5,1106635946.0
7,50.0,4.5,1106635993.0
7,58.0,3.0,1106635520.0
7,150.0,4.5,1106635925.0
7,165.0,4.0,1106635987.0
7,260.0,5.0,1106635933.0
7,356.0,5.0,1106635915.0
7,380.0,3.0,1106635937.0
7,466.0,5.0,1106635532.0
7,480.0,5.0,1106635917.0
7,587.0,2.0,1106635714.0
7,588.0,3.0,1106635971.0
7,589.0,2.5,1106635940.0
7,592.0,3.0,1106635922.0
7,593.0,5.0,1106635912.0
7,595.0,3.5,1106712636.0
7,648.0,4.0,1106635981.0
7,750.0,4.0,1106636810.0
7,780.0,4.5,1106635943.0
7,920.0,3.0,1106635685.0
7,924.0,4.0,1106712615.0
7,1101.0,4.0,1106635502.0
7,1183.0,1.5,1106712613.0
7,1196.0,4.0,1106635996.0
7,1208.0,4.0,1106635462.0
7,1210.0,4.0,1106635965.0
7,1219.0,5.0,1106635496.0
7,1220.0,4.5,1106635464.0
7,1240.0,5.0,1106712575.0
7,1246.0,1.5,1106635678.0
7,1270.0,5.0,1106635681.0
7,1517.0,3.5,1106635489.0
7,1584.0,5.0,1106635423.0
7,1610.0,4.0,1106635429.0
7,1617.0,3.0,1107127060.0
7,1682.0,3.0,1106635653.0
7,1784.0,0.5,1106635416.0
7,1917.0,4.0,1106635484.0
7,1923.0,1.5,1106635444.0
7,1954.0,4.5,1106635657.0
7,2019.0,5.0,1106713565.0
7,2324.0,2.0,1106712559.0
7,2353.0,3.5,1106635625.0
7,2529.0,5.0,1106635640.0
7,2628.0,1.5,1106712553.0
7,2640.0,3.0,1106635540.0
7,2671.0,4.5,1113542732.0
7,2683.0,2.0,1106635420.0
7,2688.0,2.5,1106713072.0
7,2701.0,1.5,1106713076.0
7,2717.0,3.5,1106713081.0
7,2762.0,4.5,1106635648.0
7,2858.0,4.0,1106712546.0
7,3114.0,4.5,1106635500.0
7,3354.0,1.5,1106713005.0
7,3408.0,4.5,1106712549.0
7,3578.0,1.5,1106636534.0
7,3623.0,1.0,1106712541.0
7,3793.0,3.5,1106635630.0
7,3869.0,5.0,1106635733.0
7,3916.0,4.0,1106636596.0
7,3977.0,2.5,1106635635.0
7,3994.0,3.0,1161738301.0
7,4018.0,4.0,1106712913.0
7,4223.0,2.0,1106635742.0
7,4246.0,2.0,1110855253.0
7,4306.0,4.0,1106635524.0
7,4310.0,0.5,1107127033.0
7,4370.0,4.5,1106712869.0
7,4643.0,1.0,1106635749.0
7,4700.0,1.5,1109746591.0
7,4844.0,1.5,1161738352.0
7,4874.0,3.0,1106635738.0
7,4886.0,4.0,1106636531.0
7,4896.0,4.0,1106636718.0
7,4963.0,4.0,1106636702.0
7,4993.0,4.5,1106636589.0
7,4995.0,4.5,1106636610.0
7,5218.0,3.5,1106712866.0
7,5349.0,3.5,1106636606.0
7,5378.0,0.5,1106635735.0
7,5445.0,4.0,1106636707.0
7,5459.0,3.0,1106712820.0
7,5464.0,3.0,1106636612.0
7,5502.0,1.5,1106635745.0
7,5618.0,5.0,1106713586.0
7,5816.0,4.5,1106635705.0
7,5952.0,4.5,1106636527.0
7,5989.0,4.0,1106636600.0
7,5991.0,4.5,1106712818.0
7,6333.0,4.0,1106636516.0
7,6365.0,4.0,1106712831.0
7,6534.0,0.5,1157949714.0
7,6539.0,4.5,1106636584.0
7,6863.0,4.5,1106712827.0
7,6934.0,2.0,1106712812.0
7,7143.0,4.5,1106636579.0
7,7153.0,4.0,1106636520.0
7,7155.0,3.0,1173051472.0
7,7445.0,4.0,1107473963.0
7,8207.0,4.5,1106713442.0
7,8360.0,3.5,1106636782.0
7,8368.0,2.5,1106636592.0
7,8373.0,2.0,1108602792.0
7,8528.0,4.5,1106636844.0
7,8636.0,4.5,1106636511.0
7,8665.0,3.5,1108602755.0
7,8666.0,1.0,1106779625.0
7,8783.0,1.0,1161738306.0
7,8798.0,4.5,1106636602.0
7,8808.0,1.5,1109746594.0
7,8865.0,1.0,1106713549.0
7,8870.0,3.5,1118025961.0
7,8907.0,1.0,1110757877.0
7,8908.0,4.5,1122333561.0
7,8949.0,4.0,1110757890.0
7,8957.0,4.0,1106636098.0
7,8958.0,3.5,1110173697.0
7,8961.0,4.0,1106636064.0
7,8965.0,1.0,1106636095.0
7,8970.0,2.5,1106636069.0
7,8972.0,2.5,1111552650.0
7,8984.0,4.0,1106636101.0
7,27741.0,3.0,1107474020.0
7,30812.0,3.5,1113353083.0
7,30816.0,2.0,1107127004.0
7,31878.0,3.5,1118025982.0
7,32029.0,2.0,1118025946.0
7,32031.0,1.5,1122940686.0
7,32296.0,2.0,1118026013.0
7,32587.0,3.5,1128486479.0
7,33162.0,3.5,1116550784.0
7,33493.0,1.0,1121041079.0
7,33794.0,2.0,1121041002.0
7,33836.0,1.0,1125442102.0
7,34048.0,3.0,1121041015.0
7,34319.0,4.5,1122333538.0
7,37741.0,3.5,1162163504.0
7,38388.0,3.5,1149548381.0
7,42002.0,4.5,1144806100.0
7,45499.0,4.0,1157949636.0
7,45517.0,4.5,1157066190.0
7,45668.0,1.0,1159225196.0
7,45730.0,0.5,1161738279.0
7,46530.0,1.0,1157949732.0
7,48516.0,1.0,1169687318.0
7,48783.0,4.5,1162163488.0
7,48997.0,2.5,1174263740.0
7,49272.0,4.5,1165876367.0
7,49278.0,3.5,1174263775.0
7,49286.0,0.5,1176181731.0
7,49824.0,3.0,1173051469.0
8,2.0,4.0,839463806.0
8,10.0,2.0,839463509.0
8,11.0,4.0,839463806.0
8,21.0,4.0,839463564.0
8,32.0,3.0,839463624.0
8,34.0,5.0,839463546.0
8,39.0,3.0,839463644.0
8,47.0,4.0,839463546.0
8,50.0,5.0,839463644.0
8,110.0,3.0,839463527.0
8,141.0,3.0,839464076.0
8,150.0,4.0,839463422.0
8,153.0,2.0,839463451.0
8,185.0,5.0,839463509.0
8,186.0,4.0,839463856.0
8,208.0,3.0,839463509.0
8,231.0,4.0,839463470.0
8,235.0,3.0,839464076.0
8,236.0,3.0,839463767.0
8,252.0,3.0,839463856.0
8,253.0,5.0,839463509.0
8,282.0,3.0,839463767.0
8,292.0,3.0,839463489.0
